appid,name,price,recommendations,metacritic,controller_support,developers,publishers,platforms_windows,platforms_mac,platforms_linux,release_date,minimum_req,recommended_req,categories,genres,header_image
3237330,Shadow Tale: Prologue,Free,N/A,N/A,N/A,Bulat Gaineev,Bulat Gaineev,True,False,True,Coming soon,"{'OS *': 'Windows 7+', 'Processor': '2.4GHz Dual Core', 'Memory': '1 GB RAM', 'Graphics': 'NVIDIA GeForce 9800 / ATI Radeon HD 2600 XT', 'Storage': '300 MB available space'}",{},"['Single-player', 'Steam Cloud']","['Adventure', 'Indie', 'Free To Play']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3237330/header.jpg?t=1743331459
3435650,Diamond Thief,$1.99,N/A,N/A,full,3Tgames,3Tgames,True,False,False,"Jan 22, 2025","{'OS *': 'Windows 7,8,10,11', 'Processor': 'Intel Amd', 'Memory': '2 GB RAM', 'Graphics': 'Geforce GTX 560+', 'DirectX': 'Version 9.0', 'Storage': '100 MB available space'}","{'OS *': 'Windows 7,8,10,11', 'Processor': 'Intel Amd', 'Memory': '4 GB RAM', 'Graphics': 'Geforce GTX 1040', 'DirectX': 'Version 9.0', 'Storage': '100 MB available space'}","['Single-player', 'Full controller support', 'Family Sharing']","['Action', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3435650/header.jpg?t=1737578291
3472740,Space Eve-tan!,$4.99,N/A,N/A,N/A,OTUSUN LAND,OTUSUN LAND,True,False,False,"Feb 13, 2025","{'OS *': 'Windows 7/8/8.1/10/11 (32bit/64bit)', 'Processor': 'Intel Core2 Duo or better', 'Memory': '4 GB RAM', 'Graphics': 'DirectX 9/OpenGL 4.1 capable GPU', 'DirectX': 'Version 9.0', 'Storage': '500 MB available space'}",{},"['Single-player', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3472740/header.jpg?t=1739519843
1556350,Math Castle,$2.99,N/A,N/A,N/A,NN Game Studio,NN Game Studio,True,False,False,"Mar 17, 2021","{'OS *': 'Windows XP/7/8/10', 'Processor': '2 Ghz Dual Core', 'Memory': '2 GB RAM', 'Graphics': 'Graphics card supporting DirectX 9.0c', 'DirectX': 'Version 9.0c', 'Storage': '520 MB available space', 'Sound Card': 'Any'}",{},"['Single-player', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1556350/header.jpg?t=1622584602
1239900,Infection Point,$0.99,N/A,N/A,N/A,JHEMGame,JHEMGame,True,False,False,"Mar 21, 2020","{'OS': 'window 10', 'Processor': 'Intel Core i7-4790K', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia GEFORCE GTX960 4Gb', 'DirectX': 'Version 11', 'Storage': '8 GB available space'}","{'OS': 'window 10', 'Processor': 'Intel Core i7-4790K', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia GEFORCE GTX970 Ti 4GB', 'DirectX': 'Version 11', 'Storage': '10 GB available space'}","['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1239900/header.jpg?t=1584785507
2250750,菲菲大冒险Feifei's Adventure,Free,N/A,N/A,N/A,Miao Feifei,Miao Feifei,True,False,False,Coming soon,"{'OS *': 'Windows7/8/10', 'Processor': 'Intel Core i5', 'Memory': '400 MB RAM', 'Graphics': 'NVIDIA Gef750', 'Storage': '4 MB available space'}",{},"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2250750/header.jpg?t=1676457853
2070930,Bad Impressions,$4.99,N/A,N/A,N/A,Monkey Brain Labs LLC,Monkey Brain Labs LLC,True,False,False,"Jul 25, 2022",{'OS': 'Windows 10'},{},"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2070930/header.jpg?t=1658782992
1456230,Cthulhu: Death Escape / 克苏鲁:死亡逃脱 Prototype,Free,N/A,N/A,N/A,Darktree Game Studio,Darktree Game Studio,True,False,False,"Jan 15, 2022","{'OS *': 'Windows 7 / Windows 10', 'Processor': 'Intel Core i5-3450 (3.1 GHz)/AMD FX-6300 (3.5 GHz)', 'Memory': '4 GB RAM', 'Graphics': '2 GB, GeForce GTX 660/Radeon HD 7870', 'Storage': '2 GB available space'}","{'OS *': 'Windows 7 / Windows 10', 'Processor': 'Intel Core i7-3820 (3.6 GHz)/AMD FX-8370 (4.0 GHz)', 'Memory': '8 GB RAM', 'Graphics': '4 GB, GeForce GTX 970/Radeon R9 390', 'Storage': '2 GB available space'}","['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Indie', 'Simulation', 'Free To Play']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1456230/header.jpg?t=1742400951
3261450,XXX NIGHTSHIFT,Free,N/A,N/A,full,Dark Math Games,Dark Math Games,True,True,True,To be announced,"{'OS': '10', 'Processor': 'i5', 'Memory': '8 GB RAM', 'Graphics': '4GB', 'Storage': '15 GB available space', 'VR Support': 'N/A'}",{},"['Single-player', 'Full controller support', 'Family Sharing']",[],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3261450/header.jpg?t=1742595450
1373600,Day of the Dead: Solitaire Collection,$1.99,N/A,N/A,full,Green Sauce Games,Green Sauce Games,True,True,True,"Oct 28, 2020","{'OS': '7/8/10', 'Processor': '2 GHz', 'Memory': '2 GB RAM', 'Graphics': '256mb', 'DirectX': 'Version 9.0', 'Storage': '100 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1373600/header.jpg?t=1739449621
2444480,Riddle for your Life,$2.99,N/A,N/A,full,Catpix Studios,Catpix Studios,True,False,False,"Apr 13, 2024","{'OS': 'Windows 10/11', 'Processor': 'Intel Core 2 Duo 2.1 ghz', 'Memory': '2 GB RAM', 'Graphics': '2nd Generation Intel Core HD Graphics (2000/3000), 512MB', 'Storage': '700 MB available space'}",{},"['Single-player', 'Full controller support', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2444480/header.jpg?t=1713020566
1422200,Rev,$3.99,N/A,N/A,full,Nostalgiatree and faxdoc games,Nostalgiatree and faxdoc games,True,False,False,"Oct 1, 2020","{'OS *': 'Windows 7', 'Processor': 'Duel Core 2GHz', 'Memory': '4 GB RAM', 'Graphics': 'DirectX 9 compatible with at least 500MB of memory', 'DirectX': 'Version 9.0', 'Storage': '100 MB available space', 'Sound Card': 'DirectX 9 compatible sound card or integrated sound chip'}",{},"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1422200/header.jpg?t=1601570443
2439560,Alice's World,Free,N/A,N/A,N/A,"STORIA GAMES CO., LTD","STORIA GAMES CO., LTD",True,False,False,To be announced,"{'OS *': 'windows 7 or above', 'Processor': 'Intel Core i3 or above', 'Memory': '4 GB RAM', 'Graphics': 'Intel HD 615 Graphics or above', 'DirectX': 'Version 10', 'Storage': '5 GB available space'}","{'OS': 'windows 10 or above', 'Processor': 'Intel Core i5 or above', 'Memory': '8 GB RAM', 'Graphics': 'GeForce GTX 950 or above', 'DirectX': 'Version 10', 'Storage': '5 GB available space'}","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",['Adventure'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2439560/a756463c594d8cf5af252eff788fa87fd3ab9633/header.jpg?t=1742299807
328930,Fleet Defender: The F-14 Tomcat Simulation,$6.99,N/A,N/A,N/A,"MicroProse Software, Inc.","Atari, Nightdive Studios",True,False,True,"Oct 30, 2014","{'OS *': 'Windows XP / Vista / 7', 'Processor': '1.0 GHz Processor', 'Memory': '512 MB RAM', 'Graphics': '100% DirectX compatible graphics', 'Storage': '100 MB available space', 'Sound Card': '100% DirectX compatible card or onboard sound'}","{'OS *': 'Windows 7', 'Processor': '1.5 GHz Processor', 'Memory': '1 GB RAM', 'Graphics': '100% DirectX compatible graphics', 'Storage': '100 MB available space', 'Sound Card': '100% DirectX compatible card or onboard sound'}","['Single-player', 'Family Sharing']",['Simulation'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/328930/header.jpg?t=1689356116
2065000,Chess Survivors,$1.74,125,N/A,N/A,Aarimous,Aarimous,True,True,True,"Aug 31, 2023","{'OS *': 'Windows 7 or newer', 'Processor': '2.5Ghz or better', 'Memory': '512 MB RAM', 'Graphics': 'Support for OpenGL 3.3', 'Storage': '500 MB available space', 'Additional Notes': 'Requires a 64-bit processor and operating system'}","{'Memory': '2 GB RAM', 'Storage': '500 MB available space', 'Additional Notes': 'Requires a 64-bit processor and operating system'}","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2065000/header.jpg?t=1726496957
1310690,disc party,$2.99,N/A,N/A,N/A,Sokpop Collective,Sokpop Collective,True,True,False,"May 12, 2020","{'OS *': 'Windows 7', 'Processor': 'Dual Core 2 GHz', 'Memory': '4 GB RAM', 'Graphics': 'DirectX9 compatible with at least 500MB of memory', 'DirectX': 'Version 9.0', 'Storage': '200 MB available space'}",{},"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Family Sharing']",['Sports'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1310690/header.jpg?t=1639497515
2455490,Reapers Inc.,Free,N/A,N/A,N/A,Underdog Entertainment,Underdog Entertainment,True,True,False,Coming soon,"{'OS *': 'Windows 7/8/8.1/10', 'Processor': 'Intel Core i3 or AMD FX 4300', 'Memory': '1 GB RAM', 'DirectX': 'Version 9.0c', 'Storage': '1 GB available space'}","{'OS': 'Windows 10/11', 'Processor': 'Intel Core i5 or AMD Ryzen 5', 'Memory': '1 GB RAM', 'DirectX': 'Version 11', 'Storage': '1 GB available space'}","['Single-player', 'Steam Achievements', 'Stats', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2455490/header.jpg?t=1688210856
2579400,Garage Works,$15.99,N/A,N/A,N/A,JE Creations,JE Creations,True,False,False,"Nov 21, 2024","{'OS': 'Windows 10, 64-bit', 'Processor': 'Core i5 3.0 GHz', 'Memory': '8 GB RAM', 'Graphics': 'NVidia GeForce GTX 1050', 'DirectX': 'Version 11', 'Storage': '5 MB available space', 'Sound Card': 'DirectX Compatible Soundcard'}","{'OS': 'Windows 10, 64-bit', 'Processor': 'Core i7 3.0 GHz', 'Memory': '16 MB RAM', 'Graphics': 'NVidia GeForce GTX 2070', 'DirectX': 'Version 11', 'Storage': '5 MB available space', 'Sound Card': 'DirectX Compatible Soundcard'}","['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2579400/header.jpg?t=1739550946
2999690,Proyecto infernal,$4.99,N/A,N/A,N/A,El Virus 3D,El Virus 3D,True,False,False,"Jun 14, 2024","{'OS': 'Windows 10/11', 'Processor': 'Intel Core i5-2500K o AMD FX-6300', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 760 o AMD Radeon HD 7950', 'DirectX': 'Version 11', 'Storage': '1 GB available space'}","{'OS': 'Windows 10/11', 'Processor': 'Core i7-9700KF o AMD Ryzen 7 3700XCore i7-9700KF o AMD Ryzen 7 3700X', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1070 o AMD Radeon RX Vega 56', 'DirectX': 'Version 11', 'Storage': '1 GB available space'}","['Single-player', 'Family Sharing']",['Action'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2999690/header.jpg?t=1718719291
3184510,Warriors United,$5.99,N/A,N/A,full,Benfau,Benfau,True,True,True,"Nov 7, 2024","{'OS': 'Windows 10 (64-bit)', 'Processor': 'Intel Core i3-4150 / AMD FX-6300', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 750 Ti / AMD Radeon HD 7850 (2 Go VRAM)', 'DirectX': 'Version 11', 'Network': 'Broadband Internet connection', 'Storage': '10 GB available space'}","{'OS': 'Windows 10 (64-bit)', 'Processor': 'Intel Core i5-8400 / AMD Ryzen 5 2600', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1060 6 Go / AMD Radeon RX 580 (4 Go VRAM)', 'DirectX': 'Version 12', 'Network': 'Broadband Internet connection', 'Storage': '20 GB available space'}","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3184510/header.jpg?t=1732386291
3164970,Hentai Tales: Sex Institute,$0.99,N/A,N/A,N/A,Hentai works,Hentai works,True,True,True,"Sep 14, 2024","{'OS *': 'Windows XP, Vista, 7, 8, or 10', 'Processor': '4GHz+', 'Memory': '4 GB RAM', 'Graphics': '512MB', 'Storage': '800 MB available space'}","{'OS *': 'Windows XP, Vista, 7, 8, or 10', 'Processor': '4GHz+', 'Memory': '6 GB RAM', 'Graphics': '512MB', 'Storage': '800 MB available space'}","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3164970/header.jpg?t=1726298500
1122340,Chef Life: A Restaurant Simulator,$29.99,1647,N/A,N/A,Cyanide Studio,Nacon,True,False,False,"Feb 23, 2023","{'OS': 'Windows 10', 'Processor': 'Intel Core i3-2100 or AMD FX-4100', 'Memory': '6 GB RAM', 'Graphics': 'NVIDIA GeForce GTS 450, 1 GB or AMD Radeon HD 5750, 1 GB or Intel HD Graphics 630', 'DirectX': 'Version 11', 'Storage': '7 GB available space'}","{'OS': 'Windows 10', 'Processor': 'Intel Core i5-2400 or AMD FX-8350', 'Memory': '6 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 760, 2 GB or AMD Radeon HD 7870, 2 GB', 'DirectX': 'Version 11', 'Storage': '7 GB available space'}","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['Simulation'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1122340/header.jpg?t=1726153995
1556660,Shell Out Showdown,$9.99,N/A,N/A,full,manadream,"manadream, BAD Collective",True,False,True,"Apr 4, 2022","{'OS *': 'Windows 7 SP1', 'Processor': 'Dual Core 1Ghz', 'Memory': '2 GB RAM', 'Graphics': 'OpenGL 2.1 or OpenGL ES 2-capable graphics card', 'Network': 'Broadband Internet connection', 'Storage': '100 MB available space'}","{'OS': 'Windows 10', 'Processor': 'Intel i5-4200 Quad Core 1.6Ghz or better', 'Memory': '4 GB RAM', 'Graphics': 'Intel HD Graphics (integrated card) or better', 'Network': 'Broadband Internet connection', 'Storage': '100 MB available space'}","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1556660/header.jpg?t=1742967878
2109880,Memory Puzzle - Futanari Gym,$1.99,N/A,N/A,N/A,EroticGamesClub,EroticGamesClub,True,False,False,"Aug 6, 2022","{'OS *': 'Windows XP/Vista/7/8', 'Processor': '2 GHz Dual Core', 'Memory': '2 GB RAM', 'Graphics': 'Graphics card supporting DirectX 9.0c', 'DirectX': 'Version 9.0c', 'Storage': '200 MB available space', 'Sound Card': 'Any'}",{},"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2109880/header.jpg?t=1664299989
2996600,晨海星澜 - 追忆篇：序章,Free,N/A,N/A,N/A,晨海星澜游戏工作室/Morning Starland,Wise Games,True,False,False,Coming soon,"{'OS': 'windows10 or windows11', 'Processor': 'i3 or higher', 'Memory': '4 GB RAM', 'Graphics': 'AMD Radeon R5 230 or Nvidia GeForce GT 520', 'DirectX': 'Version 11', 'Storage': '3 GB available space'}","{'OS': 'windows10 or windows11', 'Processor': 'i5 or higher', 'Memory': '8 GB RAM', 'Graphics': 'AMD Radeon R5 230 or Nvidia GeForce GT 520', 'DirectX': 'Version 11', 'Storage': '3 GB available space'}",['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Free To Play']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2996600/header.jpg?t=1719554199
3344930,Darker: Chapter 1,Free,N/A,N/A,full,Director Unknown,Director Unknown,True,True,True,Coming soon,"{'OS *': 'Windows 7 SP1 or Higher (64-bit versions)', 'Processor': 'Intel Core i3-2100 / AMD Phenom II X4 965 or equivalent', 'Memory': '2 GB RAM', 'Graphics': 'Integrated graphics with at least 512 MB VRAM', 'Storage': '4 GB available space'}","{'OS': 'Windows 10 or Windows 11 (64-bit versions)', 'Memory': '4 GB RAM', 'Additional Notes': 'Headphones recommended for the best immersive experience.'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3344930/42e865a32f5e94dfb2875c014cda2a28a239de1f/header.jpg?t=1742645383
335940,Mech Marines: Steel March,Free,N/A,N/A,N/A,ByteTrail Software,ByteTrail Software,True,False,False,"Jan 9, 2015","{'OS *': 'Windows XP+', 'Processor': 'SSE2 instruction set support', 'Memory': '4 GB RAM', 'Graphics': 'DX9 (shader model 2.0) capabilities', 'DirectX': 'Version 9.0', 'Network': 'Broadband Internet connection', 'Storage': '600 MB available space'}",{},"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Family Sharing']","['Strategy', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/335940/header.jpg?t=1554126772
3324260,Shepherd's Plan,Free,N/A,N/A,N/A,"Laborastory 604, Kawakhwan",Laborastory 604,True,False,False,Coming soon,"{'OS *': 'Microsoft Windows® 8.1/10 (64bit)', 'Processor': 'Intel Core i3-4340 or better', 'Memory': '8 MB RAM', 'Graphics': 'VRAM 1GB or better', 'Additional Notes': 'Requires a 64-bit processor and operating system'}",{'Additional Notes': 'Requires a 64-bit processor and operating system'},"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3324260/header.jpg?t=1731949224
451570,Demetrios - The BIG Cynical Adventure,$9.99,275,72,full,COWCAT,COWCAT,True,True,False,"May 31, 2016","{'OS *': 'Windows 7, 8.1, 10 or 11 (32 or 64 bits)', 'Processor': '1.5 GHz Dual Core', 'Memory': '2 GB RAM', 'Graphics': 'Intel HD Graphics 5000, Nvidia or ATI card with at least 256MB VRAM', 'DirectX': 'Version 9.0c', 'Storage': '600 MB available space', 'Sound Card': 'DirectX Compatible Sound Card'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/451570/header.jpg?t=1734703630
3166520,Frontier: Battle Royale,Free,N/A,N/A,N/A,Deyn V,Deyn V,True,False,False,"Sep 20, 2024","{'OS *': 'Windows 8', 'Processor': '4 core CPU', 'Memory': '8 GB RAM', 'Graphics': 'DX11 Compatible Graphics Card', 'DirectX': 'Version 11', 'Network': 'Broadband Internet connection', 'Storage': '5 GB available space'}","{'OS': 'Windows 10 +', 'Processor': '6 core CPU +', 'Memory': '16 GB RAM', 'Graphics': 'Nvidia GTX 1060 +', 'DirectX': 'Version 11', 'Network': 'Broadband Internet connection', 'Storage': '8 GB available space'}","['Multi-player', 'PvP', 'Online PvP']","['Action', 'Indie', 'Free To Play']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3166520/header.jpg?t=1741836012
